,Image Name,Prediction
517,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 6.04913.png,1
518,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_221714.wav at 3.6422269999999997.png,1
519,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 8.458387.png,1
520,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 7.583837.png,3
521,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_183456.wav at 11.165735.png,3
522,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 1.300096.png,1
523,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_222404.wav at 7.103461.png,1
524,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_184647.wav at 3.530499.png,2
525,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_222030.wav at 5.5286800000000005.png,1
526,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_192017.wav at 3.4844480000000004.png,1
527,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_212516.wav at 4.26941.png,1
528,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_202455.wav at 2.6701490000000003.png,1
529,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224025.wav at 8.953513000000001.png,1
530,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191227.wav at 1.8232709999999999.png,2
531,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_191147.wav at 2.3056.png,3
532,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_224458.wav at 9.468275.png,2
533,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190218_190625.wav at 2.787053.png,1
534,/content/spectrograms_normalized/batsnet_train/1/WWNP-HQ_20190219_213743.wav at 3.010139.png,1
